,Unnamed: 0,original_clean,llama_prompt_s,mistral_prompt_s,original,memorability_s,llama_prompt_n,mistral_prompt_n,memorability_n,llama_story,mistral_story,llama_use_s,mistral_use_s,llama_use_n,mistral_use_n
310,310,mike is putting pressure on me,How's your day going with the project deadline approaching?,Mike asked us to meet at the office tomorrow at 9 am.,Mike is putting pressure on me.,high,Can we discuss my future plans?,Can I speak with you about the latest developments on our project?,high,"Mike is trying to push me into making a big decision without considering all the options. However, I'm not sure if it's the right choice for me.",Mike has been constantly demanding that Sarah completes the project ahead of schedule. Sarah is feeling overwhelmed and unable to meet his expectations.,0.17000502,0.30237222,0.074318096,0.076705486
311,311,kind of like silent fireworks,Did you ever feel like you're just going through the motions?,Have you ever seen the rain forest at night?,Kind of like silent fireworks.,high,What do you mean by 'silent fireworks'?,Mark: Can you feel the peace and tranquility of this moment?,high,"As they sat together in the quiet evening, Emma's words were kind of like silent fireworks, exploding with emotion and depth. Jack listened intently, his eyes never leaving hers. The air was thick with unspoken feelings.","Mark and Lisa had been dating for six months. They shared a deep connection but rarely expressed their emotions openly. One evening, they sat together in the darkened living room, watching the stars outside. Mark reached for Lisa's hand, and they shared a moment of understanding, kind of like silent fireworks.",0.114868365,0.2699914,0.4521895,0.1811884
312,312,can you get with mary and make sure,did you get the invitation to John's birthday party?,I need to discuss some important matters with Mary. Can you arrange a meeting?,Can you get with Mary and make sure?,high,Is the document ready yet?,Could you please take care of Mary's dog for us while we are away?,high,"Mark was at work and had to get something from his colleague, Sarah. He asked her if she could check with Mary about a crucial document they needed.","Tom and Lisa were planning a surprise party for their mutual friend, Mary. They needed someone to keep an eye on her dog while they were out. However, the person they approached, Mark, was hesitant.",0.19251098,0.3680348,0.053363882,0.35850406
313,313,where are you dsm boy,I'm stuck in traffic on the highway,I see the sun setting over the lake.,Where are you DSM boy?,high,"I've been trying to call you all day, what's going on?","Hey DSB, I think I've got something really interesting to discuss regarding this political issue.",high,Jane was worried about her son DSM who had been missing school for a few days. She tried to reach out to him but his phone was going straight to voicemail. Jane decided to go to the school to inquire about her son's whereabouts.," DSMA and DSB were old friends from college who had reconnected online. They lived in different cities but enjoyed debating various topics over the phone. One day, while discussing a controversial political issue, DSMA mentioned that he had found some compelling evidence to support his argument. Excited, DSB asked where DSMA was located so they could delve deeper into the topic together. However, instead of responding with his location, DSMA inadvertently uttered, 'Where are you DSM boy?'.",0.096515864,0.108906806,0.15257303,0.051801424
314,314,she has the game tomorrow,What game does Sarah have scheduled for the weekend?,Do you know when Emily's soccer team plays next?,She has the game tomorrow.,high,What do you think is Emily's strategy this time?,What day does she have her soccer game?,high,"Sarah had been preparing for weeks to take part in the regional tennis tournament. She had finally received her opponent's name and was feeling confident about her chances of winning. Her rival, Emily, had always been a tough competitor.","Mike and Lisa were discussing their daughter's soccer team schedule. Lisa mentioned that their daughter had an important game coming up, but Mike was unsure of the exact date.",0.4686667,0.4273163,0.27434626,0.48403066
315,315,i sent it to her,did you send the file to your manager?,Did Bob receive the package from the post office?,I sent it to her.,high,Have you received my message yet?,Have you had a chance to look over the proposal I sent?,high,Sarah had been waiting for John to respond to her email. She was worried about the upcoming project deadline and needed his expertise. I sent it to her.,Michael had received an important email regarding a business deal and decided to send it directly to Lisa for her review. Lisa was at home but had stepped out for a short errand.,0.27844042,0.21444339,0.24333146,0.20983756
316,316,remember blackberry doesnt work so well at home,i'm having trouble accessing the company's email server,I'm having trouble sending messages at home.,Remember blackberry doesn't work so well at home.,high,Do you have your phone handy?,"Hi Lisa, I've got some important updates regarding the project.",high,"Sarah and Michael were discussing their plans for the weekend. Sarah was going out with friends on Saturday night, but Michael wanted to stay home to watch his favorite TV show. He told her he'd call her back after the show.","Michael and Lisa were planning to video call each other using their blackberry phones to discuss business matters. However, Michael mentioned that he had been having connectivity issues with his device at home.",0.23693493,0.34581307,0.22368866,0.036900528
317,317,i think afraid of mass exodus,Are you worried about the impending economic crisis?,Have you heard about the potential economic crisis in neighboring countries?,I think afraid of mass exodus.,high,Do you think we'll be able to weather this storm?,"Hi Tom, how's it going with that new project we discussed?",high,"As the news of the company's financial struggles spread, Emma couldn't help but worry about the fate of her colleagues. Jack, who had been with the company for years, seemed particularly concerned.","The manager of a small technology firm was concerned about the potential impact on his team if several key employees decided to leave the company at once. He shared his concerns with one of his most valued employees, who had recently received an offer from a competitor.",0.24255957,0.11758306,0.08883467,0.07201773
318,318,on call with sp now,What's the status of our pending project?,Have you checked the latest financial news from S&P?,On call with S&P now.,high,How did you manage to get an appointment with the financial advisor so quickly?,"Sarah: Michael, we need to go over the Q3 project plans together today.",high,"Emily was anxious about her brother's financial situation. She had been trying to reach him all day but his phone went straight to voicemail. Just as she was about to give up, he finally picked up and answered with 'On call with S& P now.'","Michael is an important financial analyst at his firm and has been put on call to provide expert advice to S&P on an urgent matter. Sarah, a colleague, wants to discuss some project plans with him.",0.13407306,0.29429746,0.27151197,0.13585325
319,319,could you see where this stands,can you confirm the meeting schedule?,Have you finished the report on Q3 sales?,Could you see where this stands?,high,Do you think our manager would even care about the changes we're proposing?,Can we agree on the project cost before I leave for this unexpected meeting?,high,"Jane was considering quitting her job due to the poor working conditions. Mark, her colleague, had also been thinking of leaving but wanted to discuss it with Jane first.","Michael and Lisa were discussing the budget for their upcoming project. They had almost reached an agreement but needed to finalize some details. Suddenly, Michael received a call from his boss asking him to attend an impromptu meeting.",0.11569248,0.14836626,0.07111743,0.1018949
320,320,sorry for the unfriendly greeting in the lobby,Why did you ignore me at the conference yesterday?,I noticed you looked unfriendly in the lobby today.,Sorry for the unfriendly greeting in the lobby.,high,Did you have a rough morning?,"Hey Lisa, I saw that article you shared on social media last night about sustainable living. I'd love to hear your thoughts on it.",high,"As they sat across from each other in the hotel lobby, Sarah couldn't help but notice how cold Emily's demeanor was. 'Sorry for the unfriendly greeting in the lobby.', Emily said quietly, her eyes avoiding Sarah's.","Tom and Lisa had a misunderstanding in the lobby of their office building. Tom mistakenly thought Lisa was ignoring him, leading to an unfriendly greeting.",0.23253158,0.19164267,0.17939217,0.10842368
321,321,see you on the third,When do you want to meet for dinner?,Let's meet for lunch tomorrow at the usual place.,See you on the third.,high,Are you excited about our trip?,What time should we meet at the art exhibit on Thursday?,high,"Emily was looking forward to her weekend getaway with her best friend, Olivia. However, Olivia had to attend an urgent conference on the third and promised to catch up with Emily then.","Tom and Lisa made plans to attend the art exhibit on Thursday. However, Tom had to unexpectedly travel for business and couldn't make it. Lisa suggested they reschedule their outing for the following week.",0.2189586,0.14291166,0.16881834,0.20426422
322,322,did we get ours back,Have you seen our keys?,I found our lost wallet on the street,Did we get ours back?,high,The shelter said we can come and get Whiskers whenever we're ready.,Have you received our package from the last exhibition yet?,high,"John and Sarah had been searching everywhere for their lost pet cat, Whiskers. They finally received a call from the local animal shelter saying they found a cat matching Whiskers' description. However, before they could pick up Whiskers, they needed to confirm that it was indeed their pet.",Mike and Lisa had lent their neighbor Tom a valuable antique vase for an art exhibition. They were eagerly awaiting its return but Tom seemed unresponsive to their requests. Days turned into weeks.,0.13175048,0.14454228,0.1246937,0.19967243
323,323,diane has info from littler on its proposed training,What are the details of Littler's proposed training for Diane?,Have you received any updates from Littler about their upcoming training sessions?,Diane has info from Littler on its proposed training.,low,What's the latest update you've heard about Littler's new program?,What's the latest on the training project with Littler?,low,Diane has information from Littler on its proposed training. She is eager to discuss it with her colleague.,Diane and Littler were collaborating on a new training program. Diane had recently received some important updates from Littler about the proposed plan.,0.6442128,0.3879627,0.11612873,0.37299055
324,324,do you have a number for him,Can you please reach out to John for me?,I need to call my friend's father urgently.,Do you have a number for him?,high,I've been trying all morning to reach him,May I borrow your phone for a moment?,high,"Sarah was trying to get hold of James, her colleague who had moved to another department. She wanted to discuss an important project they were working on together. However, James was not answering his phone.","Tom needed to contact his friend John regarding an important business matter. But he didn't have John's number at hand. Meanwhile, John was at a social event and chatting with other guests.",0.1736899,0.21100903,0.119073726,0.14305793
325,325,what is up with ene,ENE is not responding to my calls,Have you heard the latest news about ENE's new project?,What is up with ENE?,high,I'm really worried about Emma's mood today.,"Hi Mark, could we arrange a time to go over the current status of Project X?",high,"Sarah had planned a surprise party for her friend Emma's birthday. However, Emma was feeling upset because she had just received an email from ENE, their boss, asking them to work on the weekend.","ENE, the new project Mark is leading for the company, has encountered unexpected challenges. Jane, as the team's account manager, wanted to discuss these issues with Mark.",0.25576514,0.1363379,0.108909845,0.09612496
326,326,ill call you in the morning,How's your day going?,Do you have the latest project report?,I'll call you in the morning.,high,What did you want to tell me?,Is now a convenient time for us to discuss the business proposal?,high,"It had been a long night for Sarah and Alex, who had gone out to celebrate their anniversary. As they lay in bed, exhausted, Sarah whispered something in Alex's ear before falling asleep.","Tom promised Sarah that he would call her early the next day to discuss some important business matters. However, Sarah was feeling unwell and decided to rest instead.",0.15728772,0.07736762,0.06528906,0.1458201
327,327,can talk about 1 more if needed,Did you finish the project on Friday?,"I've heard great things about your new project, care to tell me more?",Can talk about 1 more if needed.,low,Do you have any tips for prioritizing tasks?,What about we consider going to Europe instead?,low,"Jane was struggling with her project deadline and Mark had experience with similar tasks. She wanted his advice on how to manage her workload. However, he was in the middle of a task.","Tom and Lisa were discussing their upcoming vacation plans. They had narrowed down their options to two destinations but needed to finalize the details for one of them. However, they kept finding new information that required further discussion.",0.12782082,0.07260452,0.15318915,0.04581008
328,328,i do wish i knew,have you ever felt completely lost in the vastness of space?,Do you know the combination to my safe?,I do wish I knew.,low,What's the holdup this time?,Do you live around here? I saw someone today who looked just like you.,low,"Jane had been trying to get in touch with Mark for weeks, but he was always busy or away on business trips. She longed to discuss their daughter's recent struggles at school, but every time she thought they might finally have a chance to talk, something would come up and they'd have to put it off.","Mike regretted not asking Anne for her phone number earlier that day. Now, as he sat alone in the park, he wondered where she could be.",0.15976344,0.12752628,0.05462255,0.15378368
329,329,she was leaving omaha for houston at 400,When did the flight leave?,Have you heard about the woman's flight plans?,She was leaving Omaha for Houston at 4:00.,low,Are you heading out today?,"Do you have some extra time to lend a hand with my boxes, Ann?",low,"She was leaving Omaha for Houston at 4:00. As she packed her bags, she couldn't help but think about the long drive ahead. Her friend, Alex, who lived in Houston, was excited to meet up with her later that day.",Tom was packing his bags for his upcoming move to Houston. His friend Ann wanted to help him out but learned that Tom would be leaving Omaha at 4:00.,0.3014987,0.13831612,0.121414766,0.07457865
330,330,i didnt think we had,I've been thinking about our last vacation,Do you have the latest report from marketing?,I didn't think we had.,low,What caught your attention back there?,"Hey Lisa, do we have enough for eggs and milk this week?",low,"As they walked through the old antique shop, Emily noticed that Tom seemed particularly interested in an intricately carved music box. However, she didn't think they had come across any vintage items.","John and Lisa had discussed their budget for the month. They thought they had enough money left for groceries, but discovered they were short when they went to the store.",0.07952572,0.10658111,0.024868585,0.16238384
331,331,i have a doctors appointment for 1100 on tuesday,Are you free on Tuesday?,Do you have any important appointments coming up?,I have a doctor's appointment for 11:00 on Tuesday.,low,What's your schedule looking like this week?,What about next Tuesday at noon for our lunch date?,low,Sarah had a lot on her mind and needed some advice from Alex. She was feeling anxious about an upcoming event and wanted to make sure she was prepared. They were supposed to meet for coffee at 10:00 on Tuesday.,"Tom had mentioned to Sara that he was feeling unwell and needed to visit the doctor. When Sara suggested they meet up for lunch on Tuesday at 12:00 PM, Tom replied with a concern.",0.28578755,0.42911288,0.3140246,0.17080262
332,332,do you need to be there,I'm thinking of skipping the meeting today,I need to check the sales figures for next quarter.,Do you need to be there?,high,"You're not going to be able to finish the project on time, are you?",Should we go visit him?,high,"Mark was supposed to help Jane with their daughter's school project. However, he had a prior commitment and couldn't make it.","Tom and Emma were planning a surprise party for their best friend, Alex. They had invited everyone except for one person, who was always busy and rarely attended social events. Tom suggested visiting him to ask for his presence at the party. However, Emma felt it was unnecessary, questioning if they really needed him there.",0.09422137,0.08138192,0.09378035,0.18913162
333,333,hope you had a good weekend,How was your weekend getaway?,I finished reading an interesting article on quantum physics.,Hope you had a good weekend.,low,Did you do anything fun over the weekend?,Did you get a chance to do anything fun this weekend?,low,"Sarah was excited to show her new art collection to Emily, but she had been busy all weekend and didn't get a chance. On Monday morning, Sarah walked into the office where Emily was already seated at her desk.","Michael and Lisa had planned a hike through the woods for their weekend, but unexpected rain forced them to cancel. Instead, they spent the time indoors, catching up on movies and reading.",0.31201452,0.104775846,0.33797243,0.30948174
334,334,jan has a lot of detail,Jan's presentation is quite intricate.,I heard Jan prepared an intricate presentation on climate change.,Jan has a lot of detail.,high,How many slides do you think we should have?,"Hey Tom, have you given any thought to the catering for our community event?",high,"Jan has been preparing for the presentation and is going over every detail. Her colleague, Alex, notices her focus.","Jan and Tom were planning an event for their local community center. Jan had meticulously researched various vendors and options, making extensive notes on each one. Tom was impressed by her thoroughness.",0.08516725,0.19252792,0.0954401,0.10012302
335,335,do we know what we need,Are we on the right path?,Let's discuss our plan for the marketing campaign.,Do we know what we need?,high,Can we really make this work?,Shall we assign some tasks based on each other's strengths?,high,"Jane was unsure if she and Mark were truly on the same page when it came to their future plans. She felt like they had different priorities, but wasn't sure what they actually needed.",Tom and Lisa were planning an event for their organization. They had a long list of tasks to accomplish but weren't sure where to start. They decided to meet and discuss their options.,0.084963284,0.09158644,0.046790205,0.15894881
336,336,does dan know about julia changing groups,I'm surprised to see Julia switching groups without discussing it with anyone,I heard that Julia joined a new club last week,Does Dan know about Julia changing groups?,high,Have you seen Julia lately?,"Susanne: Hey Dan, have you noticed anything unusual about Julia's behavior at work recently?",high,Dan was worried about his colleague Julia's sudden change of groups at work. He wondered if she had told anyone else about it yet.,"Dan and Julia were coworkers on the same project. Dan had been noticing that Julia seemed less engaged lately and had stopped attending their weekly team meetings. Susanne, another team member, wondered aloud if something was wrong with Julia.",0.41631866,0.32115003,0.31761557,0.40855604
337,337,can you bring these to 49c1,Can you pick up some office supplies from the meeting room?,I'll need you to pick up some documents from my office before heading to the meeting.,Can you bring these to 49C1?,high,Are you in your office?,Could you bring me those files from the third drawer of my desk?,high,John and Emma were colleagues at the same company. They needed to discuss some important documents with each other. John decided to visit Emma's office but she was not available.,"John asked Lisa to pick up some documents for him at the office. But unfortunately, Lisa was currently helping Tom in another department with an urgent project.",0.22291015,0.12799637,0.13336916,0.14435592
338,338,i can fill you in on more details later,can you tell me about the upcoming conference?,Have you figured out the cause of the technical issue at work?,I can fill you in on more details later.,high,How do you plan to support Sarah?,What are your thoughts on a weekend in the park for Alex's surprise party?,high,"Jane had been worried about her sister, Sarah, who was going through a tough time. Mark, a close friend of the family, had offered to help in any way he could. Jane wanted to fill him in on more details later.","Tom and Lisa were planning a surprise party for their mutual friend, Alex. However, they had not yet decided on the date or location of the party. Mike approached Tom with some information about Alex's preferences but could only share the details later.",0.19015115,0.09302357,0.14717644,0.14362831
339,339,she is taking over global finance legal,Did you know that the world's finance systems are in chaos?,Rumors have it that a new financial regulatory body is being formed.,She is taking over Global Finance Legal.,low,What's the latest update on your job?,"Sarah: 'I heard some exciting news about Emily, didn't you?',",low,"Sarah had been working for years to advance her career. Finally, she was taking over Global Finance Legal.","Mark's assistant, Emily, had been promoted to take over the legal department of Global Finance. This came as a surprise to Mark, who had expected her to remain in her current role. Sarah, another colleague, expressed her curiosity during a coffee break.",0.28322238,0.20652097,0.17925122,0.07987443
340,340,also it appears no payment is required tomorrow,do i need to bring my wallet for the free trial?,I see your car needs a repair.,Also it appears no payment is required tomorrow.,high,What are the project's requirements?,What about that tour we were looking at? Is the price still the same?,high,Sarah was excited to receive an email from Alex regarding their upcoming project. She had been waiting for the details and was eager to start working on it. Also it appears no payment is required tomorrow.,"John and Lisa were discussing plans for their upcoming vacation. They had been comparing prices for various activities when they came across an unexpected free option. Lisa mentioned, 'This hiking trail looks beautiful, and it seems there's no entrance fee.' John replied, 'Also it appears no payment is required tomorrow for that guided tour we were considering.',",0.20834014,0.07614635,0.08735575,0.102293506
341,341,i will need to have my memory refreshed,where did we go on our last vacation?,Have you read the latest novel by J.K. Rowling?,I will need to have my memory refreshed.,high,Do you think we'll ever be able to relive that perfect night?,"Tom, do you remember which company we approached for our marketing campaign back in 2005?",high,"After the anniversary of their wedding, Tom and Lily struggled to remember important details from their special day. They couldn't recall where they had dinner or what their first dance was like.",Tom and Lisa were old friends who had known each other since college. They had recently run into each other at the grocery store and Tom mentioned that he was having trouble remembering some details about a project they had worked on together years ago. Lisa offered to help him out but Tom responded by saying he would need to have his memory refreshed.,0.17422937,0.20159127,0.13860875,0.16539532
342,342,i hope he is having a fantastic time,did you hear that John's getting married?,John just boarded his dream vacation flight to Bali.,I hope he is having a fantastic time.,high,Has he settled into the resort yet?,Have you heard anything new about Alex's whereabouts?,high,"Emma was excited to hear that her best friend, Ryan, had finally booked his dream vacation. She hoped he was having a fantastic time.","Tom and Lisa were excitedly planning their friend's surprise birthday party. They had prepared everything meticulously, from the decorations to the menu. However, they were waiting for one essential guest, who was known to be adventurous and living life to the fullest.",0.23125538,0.14189258,0.12707563,0.14040971
343,343,please send me an email to let me know,I am still waiting for your confirmation on the project deadline.,I need to confirm some details for the project meeting next week.,Please send me an email to let me know.,high,Have you received my invitation?,I'd like to go over our budget plans for next quarter with you in detail.,high,"Sarah had sent an invitation to Tom for her birthday party. However, Tom was busy with work and had not RSVP'd yet. Sarah wanted to confirm if he could attend.","John needed to discuss some important financial matters with Lisa. However, Lisa was out of the office for the day and had asked him to contact her via email.",0.12105946,0.11936249,0.1726115,0.11524345
344,344,im out of office till wednesday,can you help me with the Johnson report?,I need to discuss the project proposal with you urgently.,I'm out of office till Wednesday.,low,What's the latest on Mary's grades?,"Lisa: Hi Tom, are you available for our weekly meeting today?",low,"Jane was worried about her daughter's academic performance and wanted to discuss it with Mark. Unfortunately, he had informed her that he would be out of office till Wednesday.","Tom had planned to discuss business strategies with Lisa during their weekly meeting. However, he received an unexpected email requiring his immediate attention and informed Lisa that he would be out of office till Wednesday.",0.10331522,0.098248534,0.13636994,0.28034538
345,345,danny i recommended on monday we cancel it,Did we confirm the meeting for Friday?,I'm sorry to say that I think the project will incur unexpected costs.,Danny I recommended on Monday we cancel it.,low,Do you think we should push forward with the project?,What do you think about us still going to the concert this weekend?,low,"Danny and Tom were discussing the project deadline. Danny suggested canceling the meeting, but Tom seemed hesitant. On Monday, Danny recommended that they cancel it.","Danny had suggested to Tom that they attend a concert on the weekend. But as the week progressed, Tom started to have second thoughts and decided it would be best to cancel their plans.",0.20919204,0.09256254,0.10819684,0.21471198
346,346,if so whitt is done,we need to finalize the project by tomorrow,Have you finished preparing the presentation for tomorrow's meeting?,If so Whitt is done?,high,Did Rachel cancel again?,Is your portion of the project finally finished?,high,"Whitt was trying to meet with his business partner, Rachel, to finalize their new project. However, Rachel had an unexpected emergency at home and wasn't able to attend the meeting.","Whitt was working on a complex project with a tight deadline. His colleague, Sarah, was eagerly waiting for him to complete his part before they could move forward.",0.114995256,0.17996469,0.21205777,0.20750858
347,347,if so what was it,what was the best book you read last year?,I saw an interesting article about artificial intelligence.,If so what was it?,high,I think I've solved it!,"Look at this picture, Lisa. Do you remember where we took this?",high,"Jane was excited to tell Mark that she had finally figured out the mystery surrounding their favorite childhood book. However, Mark was nowhere to be found and Jane wondered where he could have gone.","Michael had found an old photograph of himself and Lisa, taken during their teenage years. He couldn't recall the exact location or date of the photo. Lisa came into the room as Michael was examining it.",0.17373255,0.130036,0.031840682,0.1352792
348,348,hey tk how are you doing,I'm feeling so excited for my trip tomorrow!,I've been struggling with my project lately,"Hey TK, how are you doing?",high,What's new with your project?,"I'm sorry I can't make it to lunch today, Lisa. Something came up.",high,"Jane was excited to share her latest project with her colleague, TK. She had spent weeks working on it and wanted to get his feedback. However, TK was in a meeting.",TK and Lisa were old friends who had lost touch after moving to different cities. They had planned to catch up over lunch but TK's schedule changed suddenly.,0.053348612,0.039504778,0.07091247,0.08486904
349,349,in isolation all of these things are trivial,Is the meaning of life really just to be happy?,The stock market prices have reached an all-time high.,"In isolation, all of these things are trivial.",low,What do you think is the most pressing issue we're facing?,Did you hear the news about the new coffee shop opening downtown?,low,"As the days passed, John's struggles with his new job and Sarah's difficulties at her old one seemed insignificant when they met for coffee. But their conversations were brief, as John had to leave early to attend a work conference, while Sarah was already planning her departure for another city.","Tom and Lisa were both dealing with minor inconveniences in their daily lives. Tom had received a parking ticket, while Lisa's favorite coffee shop was closed for renovations. In isolation, all of these things seemed insignificant.",0.13187718,0.09493144,0.22304708,0.07826247
350,350,the troops just walked in,Have the enemy forces been sighted?,I see the enemy troops approaching our position.,The troops just walked in.,high,What's going on with the presentation?,Can you tell me what brings these men here so suddenly?,high,Mark was getting ready for his presentation when Jane walked into the room. The troops just walked in.,"The commanding officer of Fort Green received an urgent message from the front lines. The situation was critical and reinforcements were needed immediately. As he was about to issue orders, the troops just walked in.",0.17463478,0.12944879,0.06350173,0.07789633
351,351,im available by cell when you get data points,can you receive data packets remotely?,I need your expert opinion on these financial reports.,I'm available by cell when you get data points.,high,How's the project coming along?,Is this a good time to go over our investment strategy?,high,"Emily and Ryan were discussing their new project, but Ryan was still waiting for some crucial data points to come in. Emily promised to be available by cell when he got the information.",John is analyzing some complex data for his company and needs to be reached urgently when he gets the latest figures. Sarah wants to discuss an important matter regarding their mutual investment portfolio.,0.20619671,0.1690332,0.085099936,0.13145672
352,352,but we should pay them the 4500,The company has sent us the 4500 invoice for services rendered.,The restaurant we booked for dinner has unexpectedly increased their prices.,But we should pay them the 4500.,high,What's the budget we're looking at for this project?,How much do we have saved up for emergencies?,high,"John and Emily were planning their next project at work. They needed to hire some freelancers, but they wanted to make sure they paid them fairly.","Michael and Lisa were discussing their household budget when they came across an unexpected expense. They needed to pay for repairs on the roof of their house, which would cost them 4500 dollars.",0.22000834,0.113254905,0.06482367,0.113246426
353,353,this seems fine to me,can we reschedule the meeting for tomorrow?,The new marketing strategy proposal looks good to me.,This seems fine to me.,high,What do you think of the project plan so far?,Is the hiking trail you suggested really suitable for your injured foot?,high,"Mark was at work and needed Jane's input on a project. However, Jane didn't seem too concerned about the details, saying 'This seems fine to me.' when Mark showed her the proposal.","John and Lisa were planning their weekend activities. John suggested they go hiking, but Lisa was hesitant due to a recent injury. John assured her that the trail they had chosen was easy and should not aggravate her injury. Lisa replied, 'This seems fine to me.'",0.1451869,0.072552636,0.094469234,0.19713941
354,354,man i dont want to get sick again,I think I'm coming down with something and I don't want to get infected again,Have you been feeling ill lately?,Man I don't want to get sick again.,low,Do you think I'll be able to study properly with all these people around?,"Tom, are you feeling alright today? You've sounded a bit under the weather lately.",low,"Emily was feeling anxious about her upcoming exams, and she didn't want to fall behind. Her roommate, Sarah, had been sick recently and Emily didn't want that to happen to her too.","Mark and Tom both worked long hours at their office jobs. Mark had recently recovered from a serious illness and was determined not to fall sick again. Tom, however, seemed to be constantly sniffling and coughing, making Mark uneasy.",0.14524731,0.2756299,0.09374172,0.1996291
355,355,seemed fine when i picked him up,How was the dog's behavior during your morning walk?,I heard the dog whining before I left the house this morning.,Seemed fine when I picked him up.,low,What made you start drinking again?,What happened to Tom at daycare today? I heard there was an issue.,low,"Sarah had been concerned about her friend John's drinking habit. When she met him at the party, he seemed fine when I picked him up. However, as they continued to drink, Sarah noticed that John's behavior changed for the worse.","Mark dropped off Tom at his daycare center before heading to work. Tom seemed fine when Mark left him. However, later that day, the daycare teacher called Mark concerned about Tom's behavior.",0.26959872,0.079004265,0.02648896,0.22884223
356,356,are you back in town,"I just landed in New York, I'm exhausted from the long flight",I saw your car at the airport today.,Are you back in town?,high,I've got so many stories to tell you about my travels!,"Hey Lisa, it's been a long time! How have you been?",high,"After months of separation, Emily had finally returned from her long trip and wanted to catch up with her friend, Sarah. She was excited to share stories about her adventures.","Tom and Lisa were old high school sweethearts. They had lost touch after graduation but bumped into each other at the grocery store recently. Tom was excited to catch up with Lisa on her new life, but she seemed distant.",0.16935614,0.11399826,0.10411583,0.15899134
357,357,check and find out form,can you confirm your availability for the meeting tomorrow?,The stock price of Apple Inc. has been dropping lately. What could be the reason?,Check and find out form?,high,What's taking you so long with the paperwork?,Have you heard from Sam today? We need to confirm some last-minute arrangements for the surprise party.,high,"Jane was trying to fill out the application form for her daughter Mary's school admission. However, Mark who was helping her was busy with some urgent work and had not finished reviewing the document yet.","Tom and Lisa were planning a surprise party for their mutual friend, Sam. They needed to finalize the details but Sam was unreachable. Tom suggested they check with his office to see if he had taken a day off.",0.14267461,0.15761703,0.16143484,0.10168379
358,358,i still believe a september 30 closing is unrealistic,Can we realistically expect to close the deal by September?,"Given the current market conditions and ongoing negotiations, do you still think we can close the deal by September 30?",I still believe a September 30 closing is unrealistic.,high,Do you think we can meet the original deadline?,What do you think about meeting next week instead of this Friday for the signing?,high,"John and Emily were planning the launch of their new product. However, they were facing some unexpected delays that made them doubt their initial plan to close by September 30.","Michael and Sarah were trying to finalize the details of their business merger. However, Michael expressed doubts about being able to meet Sarah's proposed September 30 deadline.",0.41182256,0.4824552,0.14057949,0.15221366
359,359,i think in this case specific is better,What specific details do you think the manager will ask me during my performance review?,Have you tried the new sushi place downtown?,I think in this case specific is better.,high,Should we limit the guest list or invite everyone?,What about the food options for Tom's party?,high,"As they prepared for their daughter's birthday party, Emma wanted to discuss the guest list with her partner, Ryan. However, Ryan was at home and busy setting up the decorations.","John and Lisa were planning a surprise birthday party for their friend Tom. They were discussing various details such as the guest list, venue, and menu. However, they realized that Tom had specific dietary requirements.",0.15870845,0.17507689,0.17711581,0.13394517
360,360,pressure to finish my review,"I'm struggling to meet my deadline for the project review, what do you think I should focus on?",Your deadline for the project report is coming up soon.,Pressure to finish my review!,high,How's your project going?,"Hey Lisa, do you think we can make some progress on the data analysis part of our project today?",high,"Sarah was struggling to meet the deadline for her project at work. Her colleague, Emily, was working on a similar task and was under pressure to finish her review.","Michael and Lisa were both under heavy pressure from their bosses to finish their respective projects before the deadline. Despite this, they found it challenging to collaborate on certain aspects of their joint project.",0.30971083,0.16328892,0.16066484,0.10313986
361,361,san francisco was interconnect meeting,What did you learn from the Interconnect meeting?,Did you attend the tech conference in California last week?,San Francisco was Interconnect meeting.,low,How was your presentation going?,"Tom: Hey Alex, long time no see! How have you been?",low,"Mark and Jane attended Interconnect meeting in San Francisco. After the meeting, they decided to grab lunch together.","The tech industry elite were gathered in San Francisco for the annual Interconnect conference. Amidst the bustling crowd, two old friends, Tom and Alex, managed to find each other.",0.37661517,0.27927828,0.19131328,0.04966718
362,362,i have 30 minutes then,Are you available to meet today?,Can we discuss the presentation details for next week?,I have 30 minutes then.,high,How are you going to make the most of your short break?,"Sarah, I've noticed you've been having some trouble at work recently. Do you have some time to discuss it?",high,"After the school day ended, Sarah and Emily decided to grab some coffee at a nearby café. However, Emily had a busy schedule ahead of her with only 30 minutes to spare before rushing off to her next appointment.",Michael has an appointment he needs to attend to in 30 minutes. Sarah is looking for advice about a work issue that she's been struggling with.,0.2106058,0.12108117,0.106773645,0.13074741
363,363,ill ask he just came by,did he just get here?,Have you seen John at the office today?,"I'll ask, he just came by.",low,Do you think he might have noticed something suspicious?,Do you have a minute to discuss my presentation?,low,"The police officer asked John to provide more information on the suspect, but he just came by and didn't have time to chat. The officer was eager to know if he had seen anything unusual.","Sara was looking for some advice on her upcoming presentation from Tom, who was known for his excellent public speaking skills. However, Tom had stepped out of the office just momentarily to grab a cup of coffee.",0.08524212,0.18760505,0.120143846,0.09313066
